"Year","State.Territory","Affiliation","Sex","Student.Type","Total.count"
2019,"NSW","Government","Female","Non-Indigenous",4534
2019,"NSW","Government","Female","Non-Indigenous",32
2019,"NSW","Government","Female","Non-Indigenous",494
2019,"NSW","Government","Female","Non-Indigenous",18206
2019,"NSW","Government","Female","Non-Indigenous",4403
2019,"NSW","Government","Female","Non-Indigenous",50
2019,"NSW","Government","Female","Non-Indigenous",5
2019,"NSW","Government","Female","Non-Indigenous",3
2019,"NSW","Government","Female","Non-Indigenous",474
2019,"NSW","Government","Female","Non-Indigenous",17639
2019,"NSW","Government","Female","Non-Indigenous",4834
2019,"NSW","Government","Female","Non-Indigenous",154
2019,"NSW","Government","Female","Non-Indigenous",31
2019,"NSW","Government","Female","Non-Indigenous",24
2019,"NSW","Government","Female","Non-Indigenous",22
2019,"NSW","Government","Female","Non-Indigenous",79
2019,"NSW","Government","Female","Non-Indigenous",75
2019,"NSW","Government","Female","Non-Indigenous",473
2019,"NSW","Government","Female","Non-Indigenous",564
2019,"NSW","Government","Female","Non-Indigenous",654
2019,"NSW","Government","Female","Non-Indigenous",698
2019,"NSW","Government","Female","Non-Indigenous",660
2019,"NSW","Government","Female","Non-Indigenous",459
2019,"NSW","Government","Female","Non-Indigenous",208
2019,"NSW","Government","Female","Non-Indigenous",19
2019,"NSW","Government","Female","Non-Indigenous",15
2019,"NSW","Government","Female","Non-Indigenous",29
2019,"NSW","Government","Female","Non-Indigenous",499
2019,"NSW","Government","Female","Non-Indigenous",16436
2019,"NSW","Government","Female","Non-Indigenous",4212
2019,"NSW","Government","Female","Non-Indigenous",224
2019,"NSW","Government","Female","Non-Indigenous",58
2019,"NSW","Government","Female","Non-Indigenous",17
2019,"NSW","Government","Female","Non-Indigenous",39
2019,"NSW","Government","Female","Non-Indigenous",445
2019,"NSW","Government","Female","Non-Indigenous",14407
2019,"NSW","Government","Female","Non-Indigenous",3762
2019,"NSW","Government","Female","Non-Indigenous",218
2019,"NSW","Government","Female","Non-Indigenous",35
2019,"NSW","Government","Female","Non-Indigenous",44
2019,"NSW","Catholic","Male","Indigenous",226
2019,"NSW","Catholic","Male","Indigenous",136
2019,"NSW","Catholic","Male","Indigenous",206
2019,"NSW","Catholic","Male","Indigenous",142
2019,"NSW","Catholic","Male","Indigenous",213
2019,"NSW","Catholic","Male","Indigenous",106
2019,"NSW","Catholic","Male","Indigenous",197
2019,"NSW","Catholic","Male","Indigenous",140
2019,"NSW","Catholic","Male","Indigenous",216
2019,"NSW","Catholic","Male","Indigenous",100
2019,"NSW","Catholic","Male","Indigenous",180
2019,"NSW","Catholic","Male","Indigenous",100
2019,"NSW","Catholic","Male","Indigenous",192
2019,"NSW","Catholic","Male","Indigenous",109
2019,"NSW","Catholic","Male","Indigenous",3
2019,"NSW","Catholic","Male","Indigenous",3
2019,"NSW","Catholic","Male","Indigenous",3
2019,"NSW","Catholic","Male","Indigenous",260
2019,"NSW","Catholic","Male","Indigenous",125
2019,"NSW","Catholic","Male","Indigenous",270
2019,"NSW","Catholic","Male","Indigenous",102
2019,"NSW","Catholic","Male","Indigenous",254
2019,"NSW","Catholic","Male","Indigenous",127
2019,"NSW","Catholic","Male","Indigenous",220
2019,"NSW","Catholic","Male","Indigenous",99
2019,"NSW","Catholic","Male","Indigenous",8
2019,"NSW","Catholic","Male","Indigenous",5
2019,"NSW","Catholic","Male","Indigenous",3
2019,"NSW","Catholic","Male","Indigenous",155
2019,"NSW","Catholic","Male","Indigenous",93
2019,"NSW","Catholic","Male","Indigenous",4
2019,"NSW","Catholic","Male","Indigenous",123
2019,"NSW","Catholic","Male","Indigenous",69
2019,"NSW","Catholic","Male","Non-Indigenous",49
2019,"NSW","Catholic","Male","Non-Indigenous",6044
2019,"NSW","Catholic","Male","Non-Indigenous",2953
2019,"NSW","Catholic","Male","Non-Indigenous",37
2019,"NSW","Catholic","Male","Non-Indigenous",6116
2019,"NSW","Catholic","Male","Non-Indigenous",2861
2019,"NSW","Catholic","Male","Non-Indigenous",7
2019,"NSW","Catholic","Male","Non-Indigenous",65
2019,"NSW","Catholic","Male","Non-Indigenous",6178
2019,"NSW","Catholic","Male","Non-Indigenous",2887
2019,"NSW","Catholic","Male","Non-Indigenous",7
2019,"NSW","Catholic","Male","Non-Indigenous",47
2019,"NSW","Catholic","Male","Non-Indigenous",5933
2019,"NSW","Catholic","Male","Non-Indigenous",2754
2019,"NSW","Catholic","Male","Non-Indigenous",6
2019,"NSW","Catholic","Male","Non-Indigenous",62
2019,"NSW","Catholic","Male","Non-Indigenous",6207
2019,"NSW","Catholic","Male","Non-Indigenous",2676
2019,"NSW","Catholic","Male","Non-Indigenous",4
2019,"NSW","Catholic","Male","Non-Indigenous",61
2019,"NSW","Catholic","Male","Non-Indigenous",6266
2019,"NSW","Catholic","Male","Non-Indigenous",2606
2019,"NSW","Catholic","Male","Non-Indigenous",10
2019,"NSW","Catholic","Male","Non-Indigenous",72
2019,"NSW","Catholic","Male","Non-Indigenous",6442
2019,"NSW","Catholic","Male","Non-Indigenous",2566
2019,"NSW","Catholic","Male","Non-Indigenous",13
2019,"NSW","Catholic","Male","Non-Indigenous",28
2019,"NSW","Catholic","Male","Non-Indigenous",39
2019,"NSW","Catholic","Male","Non-Indigenous",29
2019,"NSW","Catholic","Male","Non-Indigenous",30
2019,"NSW","Catholic","Male","Non-Indigenous",30
2019,"NSW","Catholic","Male","Non-Indigenous",20
2019,"NSW","Catholic","Male","Non-Indigenous",24
2019,"NSW","Catholic","Male","Non-Indigenous",94
2019,"NSW","Catholic","Male","Non-Indigenous",8205
2019,"NSW","Catholic","Male","Non-Indigenous",3045
2019,"NSW","Catholic","Male","Non-Indigenous",19
2019,"NSW","Catholic","Male","Non-Indigenous",85
2019,"NSW","Catholic","Male","Non-Indigenous",7694
2019,"NSW","Catholic","Male","Non-Indigenous",3080
2019,"NSW","Catholic","Male","Non-Indigenous",14
2019,"NSW","Catholic","Male","Non-Indigenous",97
2019,"NSW","Catholic","Male","Non-Indigenous",7503
2019,"NSW","Catholic","Male","Non-Indigenous",3020
2019,"NSW","Catholic","Male","Non-Indigenous",19
2019,"NSW","Catholic","Male","Non-Indigenous",99
2019,"NSW","Catholic","Male","Non-Indigenous",7485
2019,"NSW","Catholic","Male","Non-Indigenous",2938
2019,"NSW","Catholic","Male","Non-Indigenous",33
2019,"NSW","Catholic","Male","Non-Indigenous",6
2019,"NSW","Catholic","Male","Non-Indigenous",34
2019,"NSW","Catholic","Male","Non-Indigenous",36
2019,"NSW","Catholic","Male","Non-Indigenous",40
2019,"NSW","Catholic","Male","Non-Indigenous",50
2019,"NSW","Catholic","Male","Non-Indigenous",28
2019,"NSW","Catholic","Male","Non-Indigenous",33
2019,"NSW","Catholic","Male","Non-Indigenous",11
2019,"NSW","Catholic","Male","Non-Indigenous",4
2019,"NSW","Catholic","Male","Non-Indigenous",88
2019,"NSW","Catholic","Male","Non-Indigenous",6237
2019,"NSW","Catholic","Male","Non-Indigenous",2518
2019,"NSW","Catholic","Male","Non-Indigenous",46
2019,"NSW","Catholic","Male","Non-Indigenous",3
2019,"NSW","Catholic","Male","Non-Indigenous",3
2019,"NSW","Catholic","Male","Non-Indigenous",87
2019,"NSW","Catholic","Male","Non-Indigenous",5809
2019,"NSW","Catholic","Male","Non-Indigenous",2307
2019,"NSW","Catholic","Male","Non-Indigenous",40
2019,"NSW","Catholic","Female","Indigenous",258
2019,"NSW","Catholic","Female","Indigenous",100
2019,"NSW","Catholic","Female","Indigenous",235
2019,"NSW","Catholic","Female","Indigenous",117
2019,"NSW","Catholic","Female","Indigenous",3
2019,"NSW","Catholic","Female","Indigenous",214
2019,"NSW","Catholic","Female","Indigenous",96
2019,"NSW","Catholic","Female","Indigenous",3
2019,"NSW","Catholic","Female","Indigenous",222
2019,"NSW","Catholic","Female","Indigenous",113
2019,"NSW","Catholic","Female","Indigenous",253
2019,"NSW","Catholic","Female","Indigenous",92
2019,"NSW","Catholic","Female","Indigenous",3
2019,"NSW","Catholic","Female","Indigenous",249
2019,"NSW","Catholic","Female","Indigenous",92
2019,"NSW","Catholic","Female","Indigenous",220
2019,"NSW","Catholic","Female","Indigenous",86
2019,"NSW","Catholic","Female","Indigenous",4
2019,"NSW","Catholic","Female","Indigenous",328
2019,"NSW","Catholic","Female","Indigenous",97
2019,"NSW","Catholic","Female","Indigenous",6
2019,"NSW","Catholic","Female","Indigenous",271
2019,"NSW","Catholic","Female","Indigenous",92
2019,"NSW","Catholic","Female","Indigenous",5
2019,"NSW","Catholic","Female","Indigenous",248
2019,"NSW","Catholic","Female","Indigenous",71
2019,"NSW","Catholic","Female","Indigenous",7
2019,"NSW","Catholic","Female","Indigenous",226
2019,"NSW","Catholic","Female","Indigenous",93
2019,"NSW","Catholic","Female","Indigenous",3
2019,"NSW","Catholic","Female","Indigenous",3
2019,"NSW","Catholic","Female","Indigenous",3
2019,"NSW","Catholic","Female","Indigenous",5
2019,"NSW","Catholic","Female","Indigenous",187
2019,"NSW","Catholic","Female","Indigenous",63
2019,"NSW","Catholic","Female","Indigenous",4
2019,"NSW","Catholic","Female","Indigenous",160
2019,"NSW","Catholic","Female","Indigenous",50
2019,"NSW","Catholic","Female","Non-Indigenous",92
2019,"NSW","Catholic","Female","Non-Indigenous",6684
2019,"NSW","Catholic","Female","Non-Indigenous",2127
2019,"NSW","Catholic","Female","Non-Indigenous",3
2019,"NSW","Catholic","Female","Non-Indigenous",70
2019,"NSW","Catholic","Female","Non-Indigenous",6815
2019,"NSW","Catholic","Female","Non-Indigenous",2117
2019,"NSW","Catholic","Female","Non-Indigenous",86
2019,"NSW","Catholic","Female","Non-Indigenous",6630
2019,"NSW","Catholic","Female","Non-Indigenous",2076
2019,"NSW","Catholic","Female","Non-Indigenous",5
2019,"NSW","Catholic","Female","Non-Indigenous",99
2019,"NSW","Catholic","Female","Non-Indigenous",6659
2019,"NSW","Catholic","Female","Non-Indigenous",2055
2019,"NSW","Catholic","Female","Non-Indigenous",4
2019,"NSW","Catholic","Female","Non-Indigenous",99
2019,"NSW","Catholic","Female","Non-Indigenous",6750
2019,"NSW","Catholic","Female","Non-Indigenous",1976
2019,"NSW","Catholic","Female","Non-Indigenous",7
2019,"NSW","Catholic","Female","Non-Indigenous",105
2019,"NSW","Catholic","Female","Non-Indigenous",6752
2019,"NSW","Catholic","Female","Non-Indigenous",1884
2019,"NSW","Catholic","Female","Non-Indigenous",8
2019,"NSW","Catholic","Female","Non-Indigenous",114
2019,"NSW","Catholic","Female","Non-Indigenous",6843
2019,"NSW","Catholic","Female","Non-Indigenous",1974
2019,"NSW","Catholic","Female","Non-Indigenous",5
2019,"NSW","Catholic","Female","Non-Indigenous",3
2019,"NSW","Catholic","Female","Non-Indigenous",12
2019,"NSW","Catholic","Female","Non-Indigenous",17
2019,"NSW","Catholic","Female","Non-Indigenous",17
2019,"NSW","Catholic","Female","Non-Indigenous",12
2019,"NSW","Catholic","Female","Non-Indigenous",3
2019,"NSW","Catholic","Female","Non-Indigenous",13
2019,"NSW","Catholic","Female","Non-Indigenous",153
2019,"NSW","Catholic","Female","Non-Indigenous",8787
2019,"NSW","Catholic","Female","Non-Indigenous",2217
2019,"NSW","Catholic","Female","Non-Indigenous",11
2019,"NSW","Catholic","Female","Non-Indigenous",149
2019,"NSW","Catholic","Female","Non-Indigenous",8532
2019,"NSW","Catholic","Female","Non-Indigenous",2202
2019,"NSW","Catholic","Female","Non-Indigenous",13
2019,"NSW","Catholic","Female","Non-Indigenous",173
2019,"NSW","Catholic","Female","Non-Indigenous",7983
2019,"NSW","Catholic","Female","Non-Indigenous",2062
2019,"NSW","Catholic","Female","Non-Indigenous",16
2019,"NSW","Catholic","Female","Non-Indigenous",4
2019,"NSW","Catholic","Female","Non-Indigenous",6
2019,"NSW","Catholic","Female","Non-Indigenous",154
2019,"NSW","Catholic","Female","Non-Indigenous",7758
2019,"NSW","Catholic","Female","Non-Indigenous",2135
2019,"NSW","Catholic","Female","Non-Indigenous",36
2019,"NSW","Catholic","Female","Non-Indigenous",10
2019,"NSW","Catholic","Female","Non-Indigenous",3
2019,"NSW","Catholic","Female","Non-Indigenous",4
2019,"NSW","Catholic","Female","Non-Indigenous",18
2019,"NSW","Catholic","Female","Non-Indigenous",15
2019,"NSW","Catholic","Female","Non-Indigenous",12
2019,"NSW","Catholic","Female","Non-Indigenous",18
2019,"NSW","Catholic","Female","Non-Indigenous",21
2019,"NSW","Catholic","Female","Non-Indigenous",13
2019,"NSW","Catholic","Female","Non-Indigenous",8
2019,"NSW","Catholic","Female","Non-Indigenous",131
2019,"NSW","Catholic","Female","Non-Indigenous",7274
2019,"NSW","Catholic","Female","Non-Indigenous",1912
2019,"NSW","Catholic","Female","Non-Indigenous",25
2019,"NSW","Catholic","Female","Non-Indigenous",7
2019,"NSW","Catholic","Female","Non-Indigenous",3
2019,"NSW","Catholic","Female","Non-Indigenous",146
2019,"NSW","Catholic","Female","Non-Indigenous",6931
2019,"NSW","Catholic","Female","Non-Indigenous",1946
2019,"NSW","Catholic","Female","Non-Indigenous",32
2019,"NSW","Catholic","Female","Non-Indigenous",3
2019,"NSW","Independent","Male","Indigenous",87
2019,"NSW","Independent","Male","Indigenous",67
2019,"NSW","Independent","Male","Indigenous",67
2019,"NSW","Independent","Male","Indigenous",57
2019,"NSW","Independent","Male","Indigenous",62
2019,"NSW","Independent","Male","Indigenous",44
2019,"NSW","Independent","Male","Indigenous",61
2019,"NSW","Independent","Male","Indigenous",37
2019,"NSW","Independent","Male","Indigenous",65
2019,"NSW","Independent","Male","Indigenous",41
2019,"NSW","Independent","Male","Indigenous",81
2019,"NSW","Independent","Male","Indigenous",42
2019,"NSW","Independent","Male","Indigenous",74
2019,"NSW","Independent","Male","Indigenous",41
2019,"NSW","Independent","Male","Indigenous",8
2019,"NSW","Independent","Male","Indigenous",3
2019,"NSW","Independent","Male","Indigenous",6
2019,"NSW","Independent","Male","Indigenous",5
2019,"NSW","Independent","Male","Indigenous",5
2019,"NSW","Independent","Male","Indigenous",9
2019,"NSW","Independent","Male","Indigenous",8
2019,"NSW","Independent","Male","Indigenous",70
2019,"NSW","Independent","Male","Indigenous",54
2019,"NSW","Independent","Male","Indigenous",4
2019,"NSW","Independent","Male","Indigenous",69
2019,"NSW","Independent","Male","Indigenous",49
2019,"NSW","Independent","Male","Indigenous",3
2019,"NSW","Independent","Male","Indigenous",77
2019,"NSW","Independent","Male","Indigenous",57
2019,"NSW","Independent","Male","Indigenous",3
2019,"NSW","Independent","Male","Indigenous",102
2019,"NSW","Independent","Male","Indigenous",68
2019,"NSW","Independent","Male","Indigenous",8
2019,"NSW","Independent","Male","Indigenous",3
2019,"NSW","Independent","Male","Indigenous",5
2019,"NSW","Independent","Male","Indigenous",5
2019,"NSW","Independent","Male","Indigenous",5
2019,"NSW","Independent","Male","Indigenous",5
2019,"NSW","Independent","Male","Indigenous",3
2019,"NSW","Independent","Male","Indigenous",4
2019,"NSW","Independent","Male","Indigenous",78
2019,"NSW","Independent","Male","Indigenous",54
2019,"NSW","Independent","Male","Indigenous",6
2019,"NSW","Independent","Male","Indigenous",7
2019,"NSW","Independent","Male","Indigenous",47
2019,"NSW","Independent","Male","Indigenous",28
2019,"NSW","Independent","Male","Indigenous",3
2019,"NSW","Independent","Male","Non-Indigenous",46
2019,"NSW","Independent","Male","Non-Indigenous",3456
